function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
1638;libigc.so.1.0.1;std::__detail::_Map_base<llvm::Function const*, std::pair<llvm::Function const* const, unsigned int>, std::allocator<std::pair<llvm::Function const* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<llvm::Function const*>, std::hash<llvm::Function const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](llvm::Function const* const&);;0.03;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1260;libc.so.6;unlink_chunk.constprop.0;;0.03;0.01;;;;;;"0,0,0,0,0,0,100,0,0,0";
163;libmpi.so.12.2.2;pthread_self@plt;;0.03;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
11171;libLLVM-13.so;llvm::BitcodeErrorCategory();;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5729;libLLVM-13.so;llvm::ValueHandleBase::ValueIsDeleted(llvm::Value*);;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5725;libLLVM-13.so;llvm::ValueHandleBase::AddToExistingUseList(llvm::ValueHandleBase**);;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
4487;libmpi.so.12.2.2;MPIDI_POSIX_eager_recv_begin;;0.02;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
3927;libmpi.so.12.2.2;MPIR_Progress_hook_exec_all;;0.02;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
3766;libmpi.so.12.2.2;MPIR_Wait_state;;0.02;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
3747;libmpi.so.12.2.2;MPIDI_POSIX_progress.constprop.0;;0.02;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
2483;libLLVM-13.so;llvm::AttributeSetNode::get(llvm::LLVMContext&, llvm::AttrBuilder const&);;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2398;libLLVM-13.so;llvm::AttributeList::hasParamAttribute(unsigned int, llvm::Attribute::AttrKind) const;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1584;libfabric.so.1.17.0;sock_pe_progress_tx_ctx;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1583;libfabric.so.1.17.0;sock_pe_progress_rx_ctrl_ctx;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1582;libfabric.so.1.17.0;sock_pe_progress_ep_rx;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1406;libfabric.so.1.17.0;sock_cq_sreadfrom;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
446;libze_intel_gpu.so.1.3.22992;zetMetricGroupCalculateMultipleMetricValuesExp;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
329;libigc.so.1.0.1;void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&);;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
297;libigc.so.1.0.1;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
282;libigc.so.1.0.1;std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned int const, int> >, unsigned int const&);;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
266;libgomp.so.1.0.0;gomp_barrier_wait;;0.02;0.01;;;;;;"0,0,100,0,0,0,0,0,0,0";
6;libfabric.so.1.17.0;pthread_spin_lock@plt;;0.02;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
16968;libLLVM-13.so;llvm::computeConstantRange(llvm::Value const*, bool, llvm::AssumptionCache*, llvm::Instruction const*, unsigned int);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
16706;libLLVM-13.so;llvm::TargetLibraryAnalysis::run(llvm::Function const&, llvm::AnalysisManager<llvm::Function>&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
12739;libLLVM-13.so;llvm::GVN::runImpl(llvm::Function&, llvm::AssumptionCache&, llvm::DominatorTree&, llvm::TargetLibraryInfo const&, llvm::AAResults&, llvm::MemoryDependenceResults*, llvm::LoopInfo*, llvm::OptimizationRemarkEmitter*, llvm::MemorySSA*);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
12555;libLLVM-13.so;void std::vector<std::pair<llvm::Value*, llvm::Value*>, std::allocator<std::pair<llvm::Value*, llvm::Value*> > >::_M_realloc_insert<std::pair<llvm::Value*, llvm::Value*> >(__gnu_cxx::__normal_iterator<std::pair<llvm::Value*, llvm::Value*>*, std::vector<std::pair<llvm::Value*, llvm::Value*>, std::allocator<std::pair<llvm::Value*, llvm::Value*> > > >, std::pair<llvm::Value*, llvm::Value*>&&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
12553;libLLVM-13.so;llvm::InstructionCombiningPass::runOnFunction(llvm::Function&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
12551;libLLVM-13.so;llvm::Constant** std::__rotate_adaptive<llvm::Constant**, llvm::Constant**, long>(llvm::Constant**, llvm::Constant**, llvm::Constant**, long, long, llvm::Constant**, long);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
12381;libLLVM-13.so;llvm::ValueMapper::scheduleRemapFunction(llvm::Function&, unsigned int);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
11235;libLLVM-13.so;llvm::MetadataLoader::upgradeDebugIntrinsics(llvm::Function&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
11178;libLLVM-13.so;void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
11177;libLLVM-13.so;void std::vector<llvm::WeakTrackingVH, std::allocator<llvm::WeakTrackingVH> >::_M_realloc_insert<llvm::Value*&>(__gnu_cxx::__normal_iterator<llvm::WeakTrackingVH*, std::vector<llvm::WeakTrackingVH, std::allocator<llvm::WeakTrackingVH> > >, llvm::Value*&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5731;libLLVM-13.so;llvm::Value::deleteValue();;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5708;libLLVM-13.so;llvm::Value::setName(llvm::Twine const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5705;libLLVM-13.so;llvm::Value::setValueName(llvm::StringMapEntry<llvm::Value*>*);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5690;libLLVM-13.so;llvm::CallbackVH::anchor();;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5676;libLLVM-13.so;llvm::TypeFinder::run(llvm::Module const&, bool);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5585;libLLVM-13.so;llvm::Type::isIntegerTy(unsigned int) const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5454;libLLVM-13.so;llvm::AnalysisUsage::setPreservesCFG();;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5092;libLLVM-13.so;llvm::PMDataManager::emitInstrCountChangedRemark(llvm::Pass*, llvm::Module&, long, unsigned int, llvm::StringMap<std::pair<unsigned int, unsigned int>, llvm::MallocAllocator>&, llvm::Function*);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5072;libLLVM-13.so;llvm::PMTopLevelManager::collectLastUses(llvm::SmallVectorImpl<llvm::Pass*>&, llvm::Pass*);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
5002;libmpi.so.12.2.2;hashlittle;;0.01;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
4590;libLLVM-13.so;llvm::Instruction::mayHaveSideEffects() const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
4378;libLLVM-13.so;llvm::Intrinsic::remangleIntrinsicFunction(llvm::Function*);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
4301;libLLVM-13.so;llvm::Argument::removeAttrs(llvm::AttrBuilder const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
3638;libc.so.6;__strlen_evex;;0.01;0.01;;;;;;"0,0,0,0,100,0,0,0,0,0";
3612;libc.so.6;__memcmp_evex_movbe;;0.01;0.01;;;;;;"0,0,0,0,100,0,0,0,0,0";
3345;libstdc++.so.6.0.29;std::ostream::write(char const*, long);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2697;libLLVM-13.so;llvm::ConstantAggregate::ConstantAggregate(llvm::Type*, llvm::Value::ValueTy, llvm::ArrayRef<llvm::Constant*>);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2625;libLLVM-13.so;llvm::ConstantRange::contains(llvm::ConstantRange const&) const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2524;libLLVM-13.so;llvm::BasicBlock::getContext() const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2464;libLLVM-13.so;llvm::AttributeFuncs::areInlineCompatible(llvm::Function const&, llvm::Function const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2441;libLLVM-13.so;llvm::AttrBuilder::overlaps(llvm::AttrBuilder const&) const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2397;libLLVM-13.so;llvm::AttributeList::hasFnAttribute(llvm::StringRef) const;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
2242;libLLVM-13.so;llvm::AssemblyAnnotationWriter::~AssemblyAnnotationWriter();;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1958;libmpi.so.12.2.2;MPIDIU_comm_rank_to_av;;0.01;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
1567;libfabric.so.1.17.0;sock_pe_progress_buffered_rx.isra.0;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1409;libfabric.so.1.17.0;sock_cq_read;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
1234;libLLVM-13.so;llvm::PrettyStackTraceEntry::~PrettyStackTraceEntry();;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
979;libstdc++.so.6.0.29;std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
548;libstdc++.so.6.0.29;operator delete(void*, unsigned long);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
303;libigc.so.1.0.1;std::_Rb_tree<int, std::pair<int const, bool>, std::_Select1st<std::pair<int const, bool> >, std::less<int>, std::allocator<std::pair<int const, bool> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, bool> >, int const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
275;libigc.so.1.0.1;std::pair<std::_Rb_tree_iterator<llvm::Function const*>, bool> std::_Rb_tree<llvm::Function const*, llvm::Function const*, std::_Identity<llvm::Function const*>, std::less<llvm::Function const*>, std::allocator<llvm::Function const*> >::_M_insert_unique<llvm::Function const* const&>(llvm::Function const* const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
272;libigc.so.1.0.1;void std::vector<std::pair<IGC::ImplicitArg::ArgType, unsigned int>, std::allocator<std::pair<IGC::ImplicitArg::ArgType, unsigned int> > >::_M_realloc_insert<std::pair<IGC::ImplicitArg::ArgType, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<IGC::ImplicitArg::ArgType, unsigned int>*, std::vector<std::pair<IGC::ImplicitArg::ArgType, unsigned int>, std::allocator<std::pair<IGC::ImplicitArg::ArgType, unsigned int> > > >, std::pair<IGC::ImplicitArg::ArgType, unsigned int>&&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
269;libigc.so.1.0.1;std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
253;libigc.so.1.0.1;InitJslSwWaTable;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
237;libgomp.so.1.0.0;gomp_fini_work_share;;0.01;0.01;;;;;;"0,0,100,0,0,0,0,0,0,0";
231;libgomp.so.1.0.0;gomp_team_start;;0.01;0.01;;;;;;"0,0,100,0,0,0,0,0,0,0";
159;libfabric.so.1.17.0;pthread_mutex_lock@plt;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
143;libmpi.so.12.2.2;pthread_mutex_unlock@plt;;0.01;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
108;libigc.so.1.0.1;std::_Rb_tree<llvm::Function*, std::pair<llvm::Function* const, llvm::Function*>, std::_Select1st<std::pair<llvm::Function* const, llvm::Function*> >, std::less<llvm::Function*>, std::allocator<std::pair<llvm::Function* const, llvm::Function*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<llvm::Function* const, llvm::Function*> >, llvm::Function* const&);;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
83;libze_loader.so.1.7.15;zeMemGetAllocProperties;;0.01;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
47;ld-linux-x86-64.so.2;do_lookup_x;;0.01;0.01;;;;;;"0,0,0,0,100,0,0,0,0,0";
27;libfabric.so.1.17.0;clock_gettime@plt;;0.01;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
8;lbm;setup_init_state;;0.01;0.01;;;;;;"100,0,0,0,0,0,0,0,0,0";
