function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
159;libfabric.so.1.17.0;pthread_mutex_lock@plt;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
108;libigc.so.1.0.1;std::_Rb_tree<llvm::Function*, std::pair<llvm::Function* const, llvm::Function*>, std::_Select1st<std::pair<llvm::Function* const, llvm::Function*> >, std::less<llvm::Function*>, std::allocator<std::pair<llvm::Function* const, llvm::Function*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<llvm::Function* const, llvm::Function*> >, llvm::Function* const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
47;ld-linux-x86-64.so.2;do_lookup_x;;0;0;0;0;0;0;1;"0,0,0,0,100,0,0,0,0,0";
8;lbm;setup_init_state;;0;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";
15748;libLLVM-13.so;llvm::LoopBase<llvm::BasicBlock, llvm::Loop>::addChildLoop(llvm::Loop*);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
12565;libLLVM-13.so;llvm::IDFCalculatorBase<llvm::BasicBlock, true>::calculate(llvm::SmallVectorImpl<llvm::BasicBlock*>&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
5706;libLLVM-13.so;llvm::Value::getName() const;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
5679;libLLVM-13.so;llvm::Use::zap(llvm::Use*, llvm::Use const*, bool);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
5124;libLLVM-13.so;llvm::FPPassManager::runOnFunction(llvm::Function&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
5024;libLLVM-13.so;llvm::LLVMContext::shouldDiscardValueNames() const;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
4584;libLLVM-13.so;llvm::Instruction::isAtomic() const;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
4481;libmpi.so.12.2.2;MPIDI_POSIX_eager_payload_limit;;0;0;0;0;0;0;1;"0,100,0,0,0,0,0,0,0,0";
4313;libLLVM-13.so;llvm::Function::eraseFromParent();;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
4312;libLLVM-13.so;llvm::Function::~Function();;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
4213;libLLVM-13.so;void std::__introsort_loop<llvm::BasicBlock**, long, __gnu_cxx::__ops::_Iter_comp_iter<unsigned int llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::runDFS<false, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*)>(llvm::BasicBlock*, unsigned int, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*), unsigned int, llvm::DenseMap<llvm::BasicBlock*, unsigned int, llvm::DenseMapInfo<llvm::BasicBlock*>, llvm::detail::DenseMapPair<llvm::BasicBlock*, unsigned int> > const*)::{lambda(llvm::BasicBlock*, llvm::BasicBlock*)#1}> >(llvm::BasicBlock**, __gnu_cxx::__ops::_Iter_comp_iter<unsigned int llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::runDFS<false, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*)>(llvm::BasicBlock*, unsigned int, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*), unsigned int, llvm::DenseMap<llvm::BasicBlock*, unsigned int, llvm::DenseMapInfo<llvm::BasicBlock*>, llvm::detail::DenseMapPair<llvm::BasicBlock*, unsigned int> > const*)::{lambda(llvm::BasicBlock*, llvm::BasicBlock*)#1}>, long, __gnu_cxx::__ops::_Iter_comp_iter<unsigned int llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::runDFS<false, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*)>(llvm::BasicBlock*, unsigned int, bool (*)(llvm::BasicBlock*, llvm::BasicBlock*), unsigned int, llvm::DenseMap<llvm::BasicBlock*, unsigned int, llvm::DenseMapInfo<llvm::BasicBlock*>, llvm::detail::DenseMapPair<llvm::BasicBlock*, unsigned int> > const*)::{lambda(llvm::BasicBlock*, llvm::BasicBlock*)#1}>);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
3427;libmpi.so.12.2.2;typerep_do_unpack.part.0;;0;0;0;0;0;0;1;"0,100,0,0,0,0,0,0,0,0";
2916;libstdc++.so.6.0.29;std::istream::get(char&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
2796;libLLVM-13.so;llvm::ConstantArray::handleOperandChangeImpl(llvm::Value*, llvm::Value*);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
2513;libLLVM-13.so;llvm::UpgradeFunctionAttributes(llvm::Function&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
2493;libLLVM-13.so;llvm::AttributeList::get(llvm::LLVMContext&, llvm::ArrayRef<llvm::AttributeList>);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
2471;libLLVM-13.so;llvm::AttrBuilder::addAttribute(llvm::Attribute);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
2447;libLLVM-13.so;llvm::AttributeFuncs::typeIncompatible(llvm::Type*);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
1642;libigc.so.1.0.1;iga::SFID iga::FromSyntax<iga::SFID>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
1386;libLLVM-13.so;llvm::StringMapImpl::RehashTable(unsigned int);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
1282;libc.so.6;__GI___libc_free;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,100,0";
1098;libc.so.6;__GI___pthread_rwlock_unlock;;0;0;0;0;0;0;1;"0,0,0,0,0,100,0,0,0,0";
1093;libc.so.6;__GI___pthread_rwlock_rdlock;;0;0;0;0;0;0;1;"0,0,0,0,0,100,0,0,0,0";
1026;libLLVM-13.so;llvm::FoldingSetBase::InsertNode(llvm::FoldingSetBase::Node*, void*, llvm::FoldingSetBase::FoldingSetInfo const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
1008;libLLVM-13.so;llvm::FoldingSetNodeID::AddInteger(unsigned long);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
826;libstdc++.so.6.0.29;std::__detail::_List_node_base::_M_unhook();;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
547;libLLVM-13.so;llvm::APInt::umul_ov(llvm::APInt const&, bool&) const;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
447;libLLVM-13.so;llvm::APInt::operator*(llvm::APInt const&) const;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
309;libigc.so.1.0.1;void std::vector<unsigned short, std::allocator<unsigned short> >::_M_realloc_insert<unsigned short const&>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
279;libigc.so.1.0.1;std::_Rb_tree<llvm::Function*, std::pair<llvm::Function* const, unsigned int>, std::_Select1st<std::pair<llvm::Function* const, unsigned int> >, std::less<llvm::Function*>, std::allocator<std::pair<llvm::Function* const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<llvm::Function* const, unsigned int> >, llvm::Function* const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
267;libigc.so.1.0.1;std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
140;libigc.so.1.0.1;std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_get_insert_unique_pos(unsigned int const&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
121;libze_intel_gpu.so.1.3.22992;zeKernelSuggestGroupSize_Tracing;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
109;libigc.so.1.0.1;void std::vector<char*, std::allocator<char*> >::_M_realloc_insert<char*>(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >, char*&&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
103;libigc.so.1.0.1;void std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert<std::pair<unsigned int, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int>&&);;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
93;libfabric.so.1.17.0;pthread_mutex_unlock@plt;;0;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,0,100";
48;ld-linux-x86-64.so.2;_dl_lookup_symbol_x;;0;0;0;0;0;0;1;"0,0,0,0,100,0,0,0,0,0";
1;libze_intel_gpu.so.1.3.22992;.text@start;;0;0;0;0;0;0;1;"0,0,0,0,100,0,0,0,0,0";
